name	indName	averagePayroll
saline county	Agriculture, forestry, fishing and hunting	1296000
saline county	Agriculture, forestry, fishing and hunting	1921000
saline county	Arts, entertainment, and recreation	389000
saline county	Arts, entertainment, and recreation	1938000
saline county	Arts, entertainment, and recreation	3430000
saline county	Arts, entertainment, and recreation	9645000
saline county	Construction	3430000
saline county	Construction	6797000
saline county	Construction	17864000
saline county	Construction	55148000
saline county	Construction	103642000
saline county	Educational services	188000
saline county	Educational services	2183000
saline county	Educational services	9491000
saline county	Educational services	10538000
saline county	Educational services	14175000
saline county	Finance and insurance	6635000
saline county	Finance and insurance	12781000
saline county	Finance and insurance	13268000
saline county	Finance and insurance	26578000
saline county	Finance and insurance	45323000
saline county	Health care and social assistance	20657000
saline county	Health care and social assistance	50892000
saline county	Health care and social assistance	75885000
saline county	Health care and social assistance	166759000
saline county	Health care and social assistance	226465000
saline county	Industries not classified	53000
saline county	Industries not classified	82000
saline county	Information	923000
saline county	Information	5193000
saline county	Information	7835000
saline county	Information	9378000
saline county	Information	10844000
saline county	Management of companies and enterprises	4739000
saline county	Management of companies and enterprises	27248000
saline county	Manufacturing	15453000
saline county	Manufacturing	72165000
saline county	Manufacturing	111389000
saline county	Manufacturing	161475000
saline county	Manufacturing	232662000
saline county	Mining, quarrying, and oil and gas extraction	28832000
saline county	Other services (except public administration)	3653000
saline county	Other services (except public administration)	5336000
saline county	Other services (except public administration)	7016000
saline county	Other services (except public administration)	30159000
saline county	Other services (except public administration)	45636000
saline county	Professional, scientific, and technical services	1456000
saline county	Professional, scientific, and technical services	3181000
saline county	Professional, scientific, and technical services	6036000
saline county	Professional, scientific, and technical services	40867000
saline county	Professional, scientific, and technical services	43461000
saline county	Real estate and rental and leasing	415000
saline county	Real estate and rental and leasing	592000
saline county	Real estate and rental and leasing	2927000
saline county	Real estate and rental and leasing	7566000
saline county	Real estate and rental and leasing	9297000
saline county	Retail trade	13916000
saline county	Retail trade	22436000
saline county	Retail trade	30344000
saline county	Retail trade	101216000
saline county	Retail trade	126754000
saline county	Transportation and warehousing	2518000
saline county	Transportation and warehousing	6658000
saline county	Transportation and warehousing	13691000
saline county	Transportation and warehousing	17932000
saline county	Transportation and warehousing	51873000
saline county	Utilities	3400000
saline county	Utilities	6757000
saline county	Utilities	9145000
saline county	Wholesale trade	9057000
saline county	Wholesale trade	11050000
saline county	Wholesale trade	18057000
saline county	Wholesale trade	44037000
saline county	Wholesale trade	68070000
salt lake county	Accommodation and food services	1030791000
salt lake county	Administrative and support and waste management and remediation services	1965701000
salt lake county	Agriculture, forestry, fishing and hunting	11615000
salt lake county	Arts, entertainment, and recreation	369185000
salt lake county	Construction	2501859000
salt lake county	Educational services	779565000
salt lake county	Finance and insurance	3892814000
salt lake county	Health care and social assistance	3636775000
salt lake county	Industries not classified	1888000
salt lake county	Information	2250196000
salt lake county	Management of companies and enterprises	2305715000
salt lake county	Manufacturing	3552713000
salt lake county	Mining, quarrying, and oil and gas extraction	183413000
salt lake county	Other services (except public administration)	1499970000
salt lake county	Professional, scientific, and technical services	3491845000
salt lake county	Real estate and rental and leasing	650605000
salt lake county	Retail trade	2164521000
salt lake county	Transportation and warehousing	1862964000
salt lake county	Utilities	253806000
salt lake county	Wholesale trade	2402772000
saluda county	Accommodation and food services	1678000
saluda county	Administrative and support and waste management and remediation services	729000
saluda county	Agriculture, forestry, fishing and hunting	2099000
saluda county	Arts, entertainment, and recreation	478000
saluda county	Construction	10800000
saluda county	Educational services	662000
saluda county	Finance and insurance	1832000
saluda county	Health care and social assistance	12895000
saluda county	Manufacturing	86737000
saluda county	Other services (except public administration)	2537000
saluda county	Professional, scientific, and technical services	1911000
saluda county	Real estate and rental and leasing	697000
saluda county	Retail trade	7857000
saluda county	Transportation and warehousing	4818000
saluda county	Wholesale trade	1184000
sampson county	Accommodation and food services	15580000
sampson county	Administrative and support and waste management and remediation services	17115000
sampson county	Agriculture, forestry, fishing and hunting	1494000
sampson county	Arts, entertainment, and recreation	934000
sampson county	Construction	35253000
sampson county	Educational services	405000
sampson county	Finance and insurance	10172000
sampson county	Health care and social assistance	87530000
sampson county	Information	8793000
sampson county	Management of companies and enterprises	25735000
sampson county	Manufacturing	156275000
sampson county	Other services (except public administration)	16372000
sampson county	Professional, scientific, and technical services	9546000
sampson county	Real estate and rental and leasing	1912000
sampson county	Retail trade	52456000
sampson county	Transportation and warehousing	10505000
sampson county	Utilities	1781000
sampson county	Wholesale trade	36133000
san augustine county	Accommodation and food services	959000
san augustine county	Administrative and support and waste management and remediation services	583000
san augustine county	Agriculture, forestry, fishing and hunting	1353000
san augustine county	Construction	6930000
san augustine county	Finance and insurance	1549000
san augustine county	Health care and social assistance	11964000
san augustine county	Information	206000
san augustine county	Manufacturing	2412000
san augustine county	Other services (except public administration)	460000
san augustine county	Professional, scientific, and technical services	543000
san augustine county	Retail trade	5393000
san augustine county	Transportation and warehousing	2142000
san augustine county	Utilities	7478000
san augustine county	Wholesale trade	410000
san benito county	Accommodation and food services	29646000
san benito county	Administrative and support and waste management and remediation services	44133000
san benito county	Agriculture, forestry, fishing and hunting	13538000
san benito county	Arts, entertainment, and recreation	4548000
san benito county	Construction	92040000
san benito county	Educational services	8615000
san benito county	Finance and insurance	16558000
san benito county	Health care and social assistance	91147000
san benito county	Information	4170000
san benito county	Manufacturing	194424000
san benito county	Mining, quarrying, and oil and gas extraction	1621000
san benito county	Other services (except public administration)	13092000
san benito county	Professional, scientific, and technical services	17411000
san benito county	Real estate and rental and leasing	5274000
san benito county	Retail trade	51825000
san benito county	Transportation and warehousing	20917000
san benito county	Wholesale trade	51254000
san bernardino county	Accommodation and food services	1341258000
san bernardino county	Administrative and support and waste management and remediation services	1486767000
san bernardino county	Agriculture, forestry, fishing and hunting	6877000
san bernardino county	Arts, entertainment, and recreation	404336000
san bernardino county	Construction	2320208000
san bernardino county	Educational services	440779000
san bernardino county	Finance and insurance	1115013000
san bernardino county	Health care and social assistance	6137931000
san bernardino county	Industries not classified	1367000
san bernardino county	Information	810938000
san bernardino county	Management of companies and enterprises	484182000
san bernardino county	Manufacturing	2889477000
san bernardino county	Mining, quarrying, and oil and gas extraction	47755000
san bernardino county	Other services (except public administration)	783035000
san bernardino county	Professional, scientific, and technical services	1032791000
san bernardino county	Real estate and rental and leasing	500477000
san bernardino county	Retail trade	2883897000
san bernardino county	Transportation and warehousing	3346969000
san bernardino county	Utilities	386081000
san bernardino county	Wholesale trade	2570925000
san diego county	Accommodation and food services	4753410000
san diego county	Administrative and support and waste management and remediation services	3531961000
san diego county	Agriculture, forestry, fishing and hunting	32475000
san diego county	Arts, entertainment, and recreation	1155753000
san diego county	Construction	5562884000
san diego county	Educational services	1397848000
san diego county	Finance and insurance	5599816000
san diego county	Health care and social assistance	11790123000
san diego county	Industries not classified	8051000
san diego county	Information	3582835000
san diego county	Management of companies and enterprises	2381677000
san diego county	Manufacturing	8268958000
san diego county	Mining, quarrying, and oil and gas extraction	24352000
san diego county	Other services (except public administration)	1915141000
san diego county	Professional, scientific, and technical services	18001429000
san diego county	Real estate and rental and leasing	1875459000
san diego county	Retail trade	4817000000
san diego county	Transportation and warehousing	1509041000
san diego county	Utilities	676366000
san diego county	Wholesale trade	4237701000
san francisco county	Accommodation and food services	3202461000
san francisco county	Administrative and support and waste management and remediation services	3838373000
san francisco county	Agriculture, forestry, fishing and hunting	788000
san francisco county	Arts, entertainment, and recreation	1153975000
san francisco county	Construction	2441902000
san francisco county	Educational services	1351171000
san francisco county	Finance and insurance	15712284000
san francisco county	Health care and social assistance	5996600000
san francisco county	Industries not classified	5906000
san francisco county	Information	17254163000
san francisco county	Management of companies and enterprises	3920788000
san francisco county	Manufacturing	562069000
san francisco county	Mining, quarrying, and oil and gas extraction	9004000
san francisco county	Other services (except public administration)	1463602000
san francisco county	Professional, scientific, and technical services	19787432000
san francisco county	Real estate and rental and leasing	1841816000
san francisco county	Retail trade	2516471000
san francisco county	Transportation and warehousing	1592536000
san francisco county	Utilities	642039000
san francisco county	Wholesale trade	2474607000
san jacinto county	Accommodation and food services	2393000
san jacinto county	Administrative and support and waste management and remediation services	843000
san jacinto county	Construction	4570000
san jacinto county	Finance and insurance	1465000
san jacinto county	Health care and social assistance	3298000
san jacinto county	Information	224000
san jacinto county	Manufacturing	6759000
san jacinto county	Mining, quarrying, and oil and gas extraction	261000
san jacinto county	Other services (except public administration)	1498000
san jacinto county	Professional, scientific, and technical services	1895000
san jacinto county	Real estate and rental and leasing	669000
san jacinto county	Retail trade	4112000
san jacinto county	Transportation and warehousing	1572000
san jacinto county	Utilities	2484000
san jacinto county	Wholesale trade	3465000
san joaquin county	Accommodation and food services	395730000
san joaquin county	Administrative and support and waste management and remediation services	546558000
san joaquin county	Agriculture, forestry, fishing and hunting	76847000
san joaquin county	Arts, entertainment, and recreation	57521000
san joaquin county	Construction	787860000
san joaquin county	Educational services	177850000
san joaquin county	Finance and insurance	488663000
san joaquin county	Health care and social assistance	1725542000
san joaquin county	Industries not classified	2143000
san joaquin county	Information	135632000
san joaquin county	Management of companies and enterprises	165552000
san joaquin county	Manufacturing	965818000
san joaquin county	Mining, quarrying, and oil and gas extraction	14612000
san joaquin county	Other services (except public administration)	244511000
san joaquin county	Professional, scientific, and technical services	270245000
san joaquin county	Real estate and rental and leasing	138726000
san joaquin county	Retail trade	848020000
san joaquin county	Transportation and warehousing	1181941000
san joaquin county	Utilities	23258000
san joaquin county	Wholesale trade	896999000
san juan county	Accommodation and food services	2408000
san juan county	Accommodation and food services	21343000
san juan county	Accommodation and food services	38602000
san juan county	Accommodation and food services	77424000
san juan county	Administrative and support and waste management and remediation services	760000
san juan county	Administrative and support and waste management and remediation services	10281000
san juan county	Administrative and support and waste management and remediation services	44000000
san juan county	Agriculture, forestry, fishing and hunting	216000
san juan county	Arts, entertainment, and recreation	884000
san juan county	Arts, entertainment, and recreation	1109000
san juan county	Arts, entertainment, and recreation	6098000
san juan county	Arts, entertainment, and recreation	20129000
san juan county	Construction	626000
san juan county	Construction	7171000
san juan county	Construction	40518000
san juan county	Construction	119454000
san juan county	Educational services	2958000
san juan county	Educational services	10732000
san juan county	Finance and insurance	2953000
san juan county	Finance and insurance	9488000
san juan county	Finance and insurance	37155000
san juan county	Health care and social assistance	19014000
san juan county	Health care and social assistance	40924000
san juan county	Health care and social assistance	360542000
san juan county	Industries not classified	149000
san juan county	Information	369000
san juan county	Information	4244000
san juan county	Information	11811000
san juan county	Management of companies and enterprises	13359000
san juan county	Manufacturing	5811000
san juan county	Manufacturing	9786000
san juan county	Manufacturing	83200000
san juan county	Mining, quarrying, and oil and gas extraction	13964000
san juan county	Mining, quarrying, and oil and gas extraction	282972000
san juan county	Other services (except public administration)	987000
san juan county	Other services (except public administration)	1833000
san juan county	Other services (except public administration)	6628000
san juan county	Other services (except public administration)	74197000
san juan county	Professional, scientific, and technical services	109000
san juan county	Professional, scientific, and technical services	948000
san juan county	Professional, scientific, and technical services	15861000
san juan county	Professional, scientific, and technical services	64541000
san juan county	Real estate and rental and leasing	70000
san juan county	Real estate and rental and leasing	1699000
san juan county	Real estate and rental and leasing	5558000
san juan county	Real estate and rental and leasing	36902000
san juan county	Retail trade	1261000
san juan county	Retail trade	8058000
san juan county	Retail trade	29615000
san juan county	Retail trade	167108000
san juan county	Transportation and warehousing	1792000
san juan county	Transportation and warehousing	7530000
san juan county	Transportation and warehousing	77068000
san juan county	Utilities	10126000
san juan county	Utilities	57545000
san juan county	Wholesale trade	492000
san juan county	Wholesale trade	924000
san juan county	Wholesale trade	82030000
san luis obispo county	Accommodation and food services	403165000
san luis obispo county	Administrative and support and waste management and remediation services	244224000
san luis obispo county	Agriculture, forestry, fishing and hunting	13527000
san luis obispo county	Arts, entertainment, and recreation	34002000
san luis obispo county	Construction	544398000
san luis obispo county	Educational services	52160000
san luis obispo county	Finance and insurance	171978000
san luis obispo county	Health care and social assistance	859824000
san luis obispo county	Industries not classified	778000
san luis obispo county	Information	357756000
san luis obispo county	Management of companies and enterprises	40363000
san luis obispo county	Manufacturing	392258000
san luis obispo county	Mining, quarrying, and oil and gas extraction	4546000
san luis obispo county	Other services (except public administration)	105461000
san luis obispo county	Professional, scientific, and technical services	360567000
san luis obispo county	Real estate and rental and leasing	86204000
san luis obispo county	Retail trade	470762000
san luis obispo county	Transportation and warehousing	85135000
san luis obispo county	Utilities	397096000
san luis obispo county	Wholesale trade	160805000
san mateo county	Accommodation and food services	1325019000
san mateo county	Administrative and support and waste management and remediation services	1118090000
san mateo county	Agriculture, forestry, fishing and hunting	2530000
san mateo county	Arts, entertainment, and recreation	207570000
san mateo county	Construction	1784350000
san mateo county	Educational services	407804000
san mateo county	Finance and insurance	5080612000
san mateo county	Health care and social assistance	3258416000
san mateo county	Industries not classified	1931000
san mateo county	Information	19690001000
san mateo county	Management of companies and enterprises	1574074000
san mateo county	Manufacturing	4326765000
san mateo county	Mining, quarrying, and oil and gas extraction	12008000
san mateo county	Other services (except public administration)	848615000
san mateo county	Professional, scientific, and technical services	7068402000
san mateo county	Real estate and rental and leasing	614091000
san mateo county	Retail trade	1596882000
san mateo county	Transportation and warehousing	2738522000
san mateo county	Utilities	100199000
san mateo county	Wholesale trade	4138170000
san miguel county	Accommodation and food services	13783000
san miguel county	Accommodation and food services	51934000
san miguel county	Administrative and support and waste management and remediation services	410000
san miguel county	Administrative and support and waste management and remediation services	9445000
san miguel county	Arts, entertainment, and recreation	23187000
san miguel county	Construction	9266000
san miguel county	Construction	29496000
san miguel county	Educational services	3504000
san miguel county	Finance and insurance	5071000
san miguel county	Finance and insurance	7994000
san miguel county	Health care and social assistance	6707000
san miguel county	Health care and social assistance	94140000
san miguel county	Information	1422000
san miguel county	Information	2207000
san miguel county	Manufacturing	1688000
san miguel county	Manufacturing	5650000
san miguel county	Other services (except public administration)	2590000
san miguel county	Other services (except public administration)	10493000
san miguel county	Professional, scientific, and technical services	3184000
san miguel county	Professional, scientific, and technical services	9479000
san miguel county	Real estate and rental and leasing	1476000
san miguel county	Real estate and rental and leasing	14548000
san miguel county	Retail trade	16749000
san miguel county	Retail trade	23009000
san miguel county	Transportation and warehousing	789000
san miguel county	Transportation and warehousing	4942000
san miguel county	Utilities	1268000
san miguel county	Utilities	26226000
san miguel county	Wholesale trade	909000
san miguel county	Wholesale trade	1386000
san patricio county	Accommodation and food services	34797000
san patricio county	Administrative and support and waste management and remediation services	9725000
san patricio county	Arts, entertainment, and recreation	1671000
san patricio county	Construction	103279000
san patricio county	Educational services	4157000
san patricio county	Finance and insurance	13178000
san patricio county	Health care and social assistance	37982000
san patricio county	Information	6321000
san patricio county	Management of companies and enterprises	1084000
san patricio county	Manufacturing	250868000
san patricio county	Mining, quarrying, and oil and gas extraction	24117000
san patricio county	Other services (except public administration)	15270000
san patricio county	Professional, scientific, and technical services	88352000
san patricio county	Real estate and rental and leasing	6140000
san patricio county	Retail trade	76374000
san patricio county	Transportation and warehousing	75247000
san patricio county	Utilities	7601000
san patricio county	Wholesale trade	13727000
san saba county	Accommodation and food services	1339000
san saba county	Administrative and support and waste management and remediation services	351000
san saba county	Construction	718000
san saba county	Finance and insurance	1129000
san saba county	Health care and social assistance	3345000
san saba county	Manufacturing	1183000
san saba county	Mining, quarrying, and oil and gas extraction	3025000
san saba county	Other services (except public administration)	1093000
san saba county	Professional, scientific, and technical services	1007000
san saba county	Retail trade	3921000
san saba county	Transportation and warehousing	1692000
san saba county	Wholesale trade	3782000
sanborn county	Accommodation and food services	241000
sanborn county	Construction	1469000
sanborn county	Finance and insurance	903000
sanborn county	Health care and social assistance	1616000
sanborn county	Other services (except public administration)	368000
sanborn county	Professional, scientific, and technical services	826000
sanborn county	Retail trade	522000
sanborn county	Wholesale trade	1288000
sanders county	Accommodation and food services	7727000
sanders county	Administrative and support and waste management and remediation services	638000
sanders county	Agriculture, forestry, fishing and hunting	2051000
sanders county	Arts, entertainment, and recreation	768000
sanders county	Construction	3797000
sanders county	Educational services	1791000
sanders county	Finance and insurance	2105000
sanders county	Health care and social assistance	19947000
sanders county	Information	1001000
sanders county	Manufacturing	9670000
sanders county	Mining, quarrying, and oil and gas extraction	1104000
sanders county	Other services (except public administration)	3290000
sanders county	Professional, scientific, and technical services	1949000
sanders county	Real estate and rental and leasing	563000
sanders county	Retail trade	7776000
sanders county	Transportation and warehousing	1669000
sanders county	Utilities	3917000
sanders county	Wholesale trade	1223000
sandoval county	Accommodation and food services	101944000
sandoval county	Administrative and support and waste management and remediation services	190150000
sandoval county	Arts, entertainment, and recreation	9468000
sandoval county	Construction	104859000
sandoval county	Educational services	5799000
sandoval county	Finance and insurance	45116000
sandoval county	Health care and social assistance	188125000
sandoval county	Information	10397000
sandoval county	Management of companies and enterprises	1431000
sandoval county	Manufacturing	153408000
sandoval county	Mining, quarrying, and oil and gas extraction	3249000
sandoval county	Other services (except public administration)	31216000
sandoval county	Professional, scientific, and technical services	45998000
sandoval county	Real estate and rental and leasing	13259000
sandoval county	Retail trade	90343000
sandoval county	Transportation and warehousing	11176000
sandoval county	Utilities	13473000
sandoval county	Wholesale trade	26106000
sandusky county	Accommodation and food services	29136000
sandusky county	Administrative and support and waste management and remediation services	35810000
sandusky county	Agriculture, forestry, fishing and hunting	538000
sandusky county	Arts, entertainment, and recreation	4664000
sandusky county	Construction	60880000
sandusky county	Educational services	563000
sandusky county	Finance and insurance	23093000
sandusky county	Health care and social assistance	123116000
sandusky county	Information	5633000
sandusky county	Management of companies and enterprises	17507000
sandusky county	Manufacturing	410881000
sandusky county	Mining, quarrying, and oil and gas extraction	16653000
sandusky county	Other services (except public administration)	23087000
sandusky county	Professional, scientific, and technical services	14569000
sandusky county	Real estate and rental and leasing	3749000
sandusky county	Retail trade	62398000
sandusky county	Transportation and warehousing	42361000
sandusky county	Utilities	4570000
sandusky county	Wholesale trade	34004000
sangamon county	Accommodation and food services	159502000
sangamon county	Administrative and support and waste management and remediation services	112482000
sangamon county	Agriculture, forestry, fishing and hunting	636000
sangamon county	Arts, entertainment, and recreation	35588000
sangamon county	Construction	201512000
sangamon county	Educational services	36245000
sangamon county	Finance and insurance	368990000
sangamon county	Health care and social assistance	1146981000
sangamon county	Industries not classified	273000
sangamon county	Information	139220000
sangamon county	Management of companies and enterprises	158396000
sangamon county	Manufacturing	132965000
sangamon county	Mining, quarrying, and oil and gas extraction	20688000
sangamon county	Other services (except public administration)	217126000
sangamon county	Professional, scientific, and technical services	291774000
sangamon county	Real estate and rental and leasing	30564000
sangamon county	Retail trade	294913000
sangamon county	Transportation and warehousing	80017000
sangamon county	Utilities	27620000
sangamon county	Wholesale trade	174913000
sanilac county	Accommodation and food services	12176000
sanilac county	Administrative and support and waste management and remediation services	5394000
sanilac county	Agriculture, forestry, fishing and hunting	713000
sanilac county	Arts, entertainment, and recreation	1665000
sanilac county	Construction	15895000
sanilac county	Finance and insurance	18471000
sanilac county	Health care and social assistance	44711000
sanilac county	Industries not classified	9000
sanilac county	Information	1738000
sanilac county	Manufacturing	133701000
sanilac county	Other services (except public administration)	7513000
sanilac county	Professional, scientific, and technical services	5315000
sanilac county	Real estate and rental and leasing	2172000
sanilac county	Retail trade	39502000
sanilac county	Transportation and warehousing	9112000
sanilac county	Wholesale trade	16066000
sanpete county	Accommodation and food services	3882000
sanpete county	Administrative and support and waste management and remediation services	1724000
sanpete county	Arts, entertainment, and recreation	225000
sanpete county	Construction	15394000
sanpete county	Finance and insurance	4546000
sanpete county	Health care and social assistance	22623000
sanpete county	Information	10139000
sanpete county	Manufacturing	48273000
sanpete county	Mining, quarrying, and oil and gas extraction	238000
sanpete county	Other services (except public administration)	4993000
sanpete county	Professional, scientific, and technical services	19206000
sanpete county	Real estate and rental and leasing	1194000
sanpete county	Retail trade	20083000
sanpete county	Transportation and warehousing	4161000
sanpete county	Utilities	255000
sanpete county	Wholesale trade	2673000
santa barbara county	Accommodation and food services	721751000
santa barbara county	Administrative and support and waste management and remediation services	389515000
santa barbara county	Agriculture, forestry, fishing and hunting	51060000
santa barbara county	Arts, entertainment, and recreation	96077000
santa barbara county	Construction	498840000
santa barbara county	Educational services	147817000
santa barbara county	Finance and insurance	423305000
santa barbara county	Health care and social assistance	1435960000
santa barbara county	Industries not classified	1742000
santa barbara county	Information	873354000
santa barbara county	Management of companies and enterprises	382531000
santa barbara county	Manufacturing	1033367000
santa barbara county	Mining, quarrying, and oil and gas extraction	62548000
santa barbara county	Other services (except public administration)	241110000
santa barbara county	Professional, scientific, and technical services	1015768000
santa barbara county	Real estate and rental and leasing	143768000
santa barbara county	Retail trade	591410000
santa barbara county	Transportation and warehousing	169039000
santa barbara county	Utilities	40399000
santa barbara county	Wholesale trade	652620000
santa clara county	Accommodation and food services	2744659000
santa clara county	Administrative and support and waste management and remediation services	3211466000
santa clara county	Agriculture, forestry, fishing and hunting	10927000
santa clara county	Arts, entertainment, and recreation	825877000
santa clara county	Construction	4790361000
santa clara county	Educational services	4311402000
santa clara county	Finance and insurance	4737616000
santa clara county	Health care and social assistance	10415455000
santa clara county	Industries not classified	4082000
santa clara county	Information	39477385000
santa clara county	Management of companies and enterprises	21591016000
santa clara county	Manufacturing	10347631000
santa clara county	Mining, quarrying, and oil and gas extraction	15299000
santa clara county	Other services (except public administration)	1381374000
santa clara county	Professional, scientific, and technical services	23379250000
santa clara county	Real estate and rental and leasing	1434864000
santa clara county	Retail trade	3506650000
santa clara county	Transportation and warehousing	752324000
santa clara county	Utilities	272318000
santa clara county	Wholesale trade	15197729000
santa cruz county	Accommodation and food services	25117000
santa cruz county	Accommodation and food services	306522000
santa cruz county	Administrative and support and waste management and remediation services	6803000
santa cruz county	Administrative and support and waste management and remediation services	155829000
santa cruz county	Agriculture, forestry, fishing and hunting	2444000
santa cruz county	Agriculture, forestry, fishing and hunting	6093000
santa cruz county	Arts, entertainment, and recreation	1082000
santa cruz county	Arts, entertainment, and recreation	90142000
santa cruz county	Construction	9127000
santa cruz county	Construction	269003000
santa cruz county	Educational services	2797000
santa cruz county	Educational services	87812000
santa cruz county	Finance and insurance	7102000
santa cruz county	Finance and insurance	207260000
santa cruz county	Health care and social assistance	89289000
santa cruz county	Health care and social assistance	889462000
santa cruz county	Industries not classified	416000
santa cruz county	Information	2872000
santa cruz county	Information	178325000
santa cruz county	Management of companies and enterprises	364658000
santa cruz county	Manufacturing	14097000
santa cruz county	Manufacturing	340697000
santa cruz county	Mining, quarrying, and oil and gas extraction	1579000
santa cruz county	Mining, quarrying, and oil and gas extraction	8859000
santa cruz county	Other services (except public administration)	8194000
santa cruz county	Other services (except public administration)	166763000
santa cruz county	Professional, scientific, and technical services	8000000
santa cruz county	Professional, scientific, and technical services	383277000
santa cruz county	Real estate and rental and leasing	3877000
santa cruz county	Real estate and rental and leasing	74379000
santa cruz county	Retail trade	51616000
santa cruz county	Retail trade	390993000
santa cruz county	Transportation and warehousing	49982000
santa cruz county	Transportation and warehousing	59996000
santa cruz county	Utilities	5560000
santa cruz county	Utilities	22771000
santa cruz county	Wholesale trade	126002000
santa cruz county	Wholesale trade	425556000
santa fe county	Accommodation and food services	267672000
santa fe county	Administrative and support and waste management and remediation services	53388000
santa fe county	Agriculture, forestry, fishing and hunting	853000
santa fe county	Arts, entertainment, and recreation	91923000
santa fe county	Construction	116964000
santa fe county	Educational services	63021000
santa fe county	Finance and insurance	195621000
santa fe county	Health care and social assistance	461105000
santa fe county	Industries not classified	323000
santa fe county	Information	39225000
santa fe county	Management of companies and enterprises	23738000
santa fe county	Manufacturing	34100000
santa fe county	Mining, quarrying, and oil and gas extraction	5661000
santa fe county	Other services (except public administration)	103971000
santa fe county	Professional, scientific, and technical services	172250000
santa fe county	Real estate and rental and leasing	44178000
santa fe county	Retail trade	283753000
santa fe county	Transportation and warehousing	27179000
santa fe county	Utilities	10166000
santa fe county	Wholesale trade	54700000
santa rosa county	Accommodation and food services	74133000
santa rosa county	Administrative and support and waste management and remediation services	95152000
santa rosa county	Agriculture, forestry, fishing and hunting	3004000
santa rosa county	Arts, entertainment, and recreation	7549000
santa rosa county	Construction	114469000
santa rosa county	Educational services	8812000
santa rosa county	Finance and insurance	70166000
santa rosa county	Health care and social assistance	217963000
santa rosa county	Industries not classified	44000
santa rosa county	Information	30106000
santa rosa county	Management of companies and enterprises	1167000
santa rosa county	Manufacturing	43692000
santa rosa county	Mining, quarrying, and oil and gas extraction	2394000
santa rosa county	Other services (except public administration)	37562000
santa rosa county	Professional, scientific, and technical services	93513000
santa rosa county	Real estate and rental and leasing	17013000
santa rosa county	Retail trade	150824000
santa rosa county	Transportation and warehousing	34953000
santa rosa county	Utilities	19204000
santa rosa county	Wholesale trade	27536000
sarasota county	Accommodation and food services	420153000
sarasota county	Administrative and support and waste management and remediation services	351488000
sarasota county	Agriculture, forestry, fishing and hunting	1627000
sarasota county	Arts, entertainment, and recreation	105024000
sarasota county	Construction	663743000
sarasota county	Educational services	85251000
sarasota county	Finance and insurance	505396000
sarasota county	Health care and social assistance	1599198000
sarasota county	Industries not classified	1387000
sarasota county	Information	200677000
sarasota county	Management of companies and enterprises	332131000
sarasota county	Manufacturing	373049000
sarasota county	Mining, quarrying, and oil and gas extraction	1870000
sarasota county	Other services (except public administration)	240256000
sarasota county	Professional, scientific, and technical services	600072000
sarasota county	Real estate and rental and leasing	177357000
sarasota county	Retail trade	736741000
sarasota county	Transportation and warehousing	155460000
sarasota county	Utilities	44292000
sarasota county	Wholesale trade	252948000
saratoga county	Accommodation and food services	242232000
saratoga county	Administrative and support and waste management and remediation services	143986000
saratoga county	Agriculture, forestry, fishing and hunting	9760000
saratoga county	Arts, entertainment, and recreation	52926000
saratoga county	Construction	320682000
saratoga county	Educational services	82119000
saratoga county	Finance and insurance	283625000
saratoga county	Health care and social assistance	547557000
saratoga county	Industries not classified	403000
saratoga county	Information	110549000
saratoga county	Management of companies and enterprises	137683000
saratoga county	Manufacturing	601117000
saratoga county	Other services (except public administration)	90790000
saratoga county	Professional, scientific, and technical services	353799000
saratoga county	Real estate and rental and leasing	62100000
saratoga county	Retail trade	331498000
saratoga county	Transportation and warehousing	107614000
saratoga county	Utilities	20012000
saratoga county	Wholesale trade	283893000
sargent county	Accommodation and food services	738000
sargent county	Administrative and support and waste management and remediation services	527000
sargent county	Arts, entertainment, and recreation	315000
sargent county	Construction	4223000
sargent county	Finance and insurance	1859000
sargent county	Health care and social assistance	2621000
sargent county	Manufacturing	75666000
sargent county	Other services (except public administration)	1794000
sargent county	Professional, scientific, and technical services	575000
sargent county	Real estate and rental and leasing	92000
sargent county	Retail trade	4102000
sargent county	Transportation and warehousing	917000
sargent county	Wholesale trade	6460000
sarpy county	Accommodation and food services	100600000
sarpy county	Administrative and support and waste management and remediation services	98654000
sarpy county	Arts, entertainment, and recreation	13797000
sarpy county	Construction	449654000
sarpy county	Educational services	61743000
sarpy county	Finance and insurance	330903000
sarpy county	Health care and social assistance	215273000
sarpy county	Industries not classified	73000
sarpy county	Information	112719000
sarpy county	Management of companies and enterprises	110255000
sarpy county	Manufacturing	182703000
sarpy county	Mining, quarrying, and oil and gas extraction	1100000
sarpy county	Other services (except public administration)	80651000
sarpy county	Professional, scientific, and technical services	257878000
sarpy county	Real estate and rental and leasing	37490000
sarpy county	Retail trade	289218000
sarpy county	Transportation and warehousing	117392000
sarpy county	Utilities	6680000
sarpy county	Wholesale trade	272328000
sauk county	Accommodation and food services	187686000
sauk county	Administrative and support and waste management and remediation services	42561000
sauk county	Agriculture, forestry, fishing and hunting	9599000
sauk county	Arts, entertainment, and recreation	20842000
sauk county	Construction	87846000
sauk county	Educational services	1371000
sauk county	Finance and insurance	57525000
sauk county	Health care and social assistance	200378000
sauk county	Information	12488000
sauk county	Management of companies and enterprises	53590000
sauk county	Manufacturing	295252000
